Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,NewClaimAmount,NewCloseAmount,Amount Differences
2007032022627,2007-03-15 00:00:00,2007-03-12 00:00:00,LAS,McCarran International,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Computer - Laptop,$2;000.00 ,Denied,$0.00 ,Deny,3.0,2000.0,0.0,2000.0
2009111065286,2009-11-10 00:00:00,2009-09-26 07:00:00,GGG,Gregg County - Longview; TX,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$354.74 ,Denied,$0.00 ,Deny,44.0,354.74,0.0,354.74
2006062908762,2006-06-28 00:00:00,2006-05-31 00:00:00,OMA,Eppley Airfield,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$110.00 ,Denied,$0.00 ,Deny,28.0,110.0,0.0,110.0
2006020200793,2006-01-26 00:00:00,2006-01-06 00:00:00,RDU,Raleigh-Durham International,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,$10;900.00 ,Denied,$0.00 ,Deny,20.0,10900.0,0.0,10900.0
2006033003800,2006-03-21 00:00:00,2006-02-16 00:00:00,ABE,Lehigh Valley International Airport; Allentown,Hooters Air (PACE),Property Damage,Checked Baggage,Luggage (all types including footlockers),$150.00 ,Settled,$50.00 ,Settle,33.0,150.0,50.0,100.0
2006060507340,2006-05-31 00:00:00,2006-05-04 00:00:00,SAT,San Antonio International,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),$26.49 ,Denied,$0.00 ,Deny,27.0,26.49,0.0,26.49
2005042983677,2005-04-27 00:00:00,2005-03-10 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,$24.00 ,Approved,$24.00 ,Approve in Full,48.0,24.0,24.0,0.0
2006012600430,2006-01-23 00:00:00,2006-01-09 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,$1;334.00 ,Denied,$0.00 ,Deny,14.0,1334.0,0.0,1334.0
2006011899776,2006-01-10 00:00:00,2005-11-29 00:00:00,TPA,Tampa International,America West,Property Damage,Checked Baggage,Other,$23.05 ,Denied,$0.00 ,Deny,42.0,23.05,0.0,23.05
2004051852819,2004-05-03 00:00:00,2004-03-19 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$90.95 ,Approved,$90.95 ,Approve in Full,45.0,90.95,90.95,0.0
2006112416134,2006-11-16 00:00:00,2006-11-10 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),$529.95 ,Settled,$507.21 ,Settle,6.0,529.95,507.21,22.740000000000066
2005121297483,2005-12-02 00:00:00,2005-11-28 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medicines,$7.99 ,Approved,$7.99 ,Approve in Full,4.0,7.99,7.99,0.0
2004101464980,2004-09-15 00:00:00,2004-07-26 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,$750.00 ,Settled,$476.65 ,Settle,51.0,750.0,476.65,273.35
2005032879983,2005-03-09 00:00:00,2005-02-13 00:00:00,CHS,Charleston International,USAir,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,$35.00 ,Approved,$35.00 ,Approve in Full,24.0,35.0,35.0,0.0
2004071959718,2004-07-06 00:00:00,2004-06-24 00:00:00,DAB,Daytona Beach International,Delta Air Lines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),$15.00 ,Approved,$15.00 ,Approve in Full,12.0,15.0,15.0,0.0
2007050124734,2007-04-30 00:00:00,2007-04-26 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,$341.00 ,Denied,$0.00 ,Deny,4.0,341.0,0.0,341.0
25577,2003-01-14 00:00:00,2003-01-01 00:00:00,MDT,Harrisburg International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$42.39 ,Approved,$42.00 ,Approve in Full,13.0,42.39,42.0,0.39000000000000057
0611005L,2003-06-11 00:00:00,2003-05-08 00:00:00,MCO,Orlando International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),$70.00 ,Settled,$50.00 ,Settle,34.0,70.0,50.0,20.0
2004082761486,2004-07-23 00:00:00,2004-05-24 00:00:00,MRY,Monterey Peninsula Airport,American Eagle,Passenger Property Loss,Checkpoint,Other,$31.78 ,Approved,$31.78 ,Approve in Full,60.0,31.78,31.78,0.0
2008040842044,2008-03-26 00:00:00,2008-03-17 00:00:00,MSY,New Orleans International,USAir,Passenger Property Loss,Checked Baggage,Locks,$12.50 ,Denied,$0.00 ,Deny,9.0,12.5,0.0,12.5
0602005L,2003-06-02 00:00:00,2003-06-06 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Tower Air,Property Damage,Checked Baggage,Other,$500.00 ,Denied,$0.00 ,Deny,-4.0,500.0,0.0,500.0
2005100594025,2005-09-27 00:00:00,2005-08-29 00:00:00,STL,Lambert St. Louis International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,$20.00 ,Approved,$20.00 ,Approve in Full,29.0,20.0,20.0,0.0
2007032923192,2007-03-27 00:00:00,2007-03-25 00:00:00,HNL,Honolulu International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,$265.00 ,Denied,$0.00 ,Deny,2.0,265.0,0.0,265.0
0915100M,2003-09-15 00:00:00,2003-09-02 00:00:00,SAN,San Diego International,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,$60.00 ,Settled,$30.00 ,Settle,13.0,60.0,30.0,30.0
2009061059996,2009-06-04 00:00:00,2009-05-13 00:00:00,IND,Indianapolis International,AirTran Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,$70.00 ,Settled,$49.00 ,Settle,22.0,70.0,49.0,21.0
2007061126680,2007-06-07 00:00:00,2007-03-17 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$205.92 ,Denied,$0.00 ,Deny,82.0,205.92,0.0,205.92
2005042082987,2005-04-19 00:00:00,2004-12-02 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,$90.00 ,Approved,$90.00 ,Approve in Full,138.0,90.0,90.0,0.0
2006100513691,2006-09-29 00:00:00,2006-08-15 00:00:00,FWA,Ft. Wayne Municipal- Baer Field,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$227.27 ,Settled,$97.41 ,Settle,45.0,227.27,97.41,129.86
1217043M,2003-12-17 00:00:00,2003-11-25 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checked Baggage,Other,$300.00 ,Denied,$0.00 ,Deny,22.0,300.0,0.0,300.0
2007020220074,2007-01-30 00:00:00,2006-12-30 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Currency,$150.00 ,Denied,$0.00 ,Deny,31.0,150.0,0.0,150.0
2005012474068,2005-01-03 00:00:00,2004-10-08 00:00:00,IAD,Washington Dulles International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$545.00 ,Denied,$0.00 ,Deny,87.0,545.0,0.0,545.0
0916046M,2003-09-16 00:00:00,2003-08-24 00:00:00,TPA,Tampa International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),$250.00 ,Settled,$87.50 ,Settle,23.0,250.0,87.5,162.5
2004052453131,2004-03-18 00:00:00,2004-02-18 00:00:00,OGG,Kahului-Maui; HI,Aloha Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),$48.00 ,Approved,$48.00 ,Approve in Full,29.0,48.0,48.0,0.0
2004062857504,2004-05-27 00:00:00,2004-05-09 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Other,$98.00 ,Denied,$0.00 ,Deny,18.0,98.0,0.0,98.0
2005012173831,2004-12-28 00:00:00,2004-12-07 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$230.00 ,Settled,$217.50 ,Settle,21.0,230.0,217.5,12.5
2006062908702,2006-06-28 00:00:00,2006-04-23 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$24.00 ,Approved,$24.00 ,Approve in Full,66.0,24.0,24.0,0.0
0806112M,2003-08-06 00:00:00,2003-06-08 00:00:00,SAN,San Diego International,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$200.00 ,Denied,$0.00 ,Deny,59.0,200.0,0.0,200.0
2005020175153,2005-01-19 00:00:00,2004-12-29 00:00:00,PDX,Portland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,$50.00 ,Approved,$50.00 ,Approve in Full,21.0,50.0,50.0,0.0
2008092250249,2008-09-19 00:00:00,2008-06-26 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$1;000.00 ,Denied,$0.00 ,Deny,85.0,1000.0,0.0,1000.0
2007020620318,2007-02-02 00:00:00,2007-01-15 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop,$1;465.00 ,Denied,$0.00 ,Deny,18.0,1465.0,0.0,1465.0
2004062256858,2004-05-27 00:00:00,2004-04-02 00:00:00,OAK,Metropolitan Oakland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$79.99 ,Approved,$79.99 ,Approve in Full,55.0,79.99,79.99,0.0
0411006L,2003-04-11 00:00:00,2003-03-16 00:00:00,STL,Lambert St. Louis International,Northwest Airlines,Property Damage,Checked Baggage,Other,$63.59 ,Settled,$31.80 ,Settle,26.0,63.59,31.8,31.790000000000003
2006052506967,2006-05-22 00:00:00,2006-04-21 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; GPS - Global Positioning System,$925.72 ,Denied,$0.00 ,Deny,31.0,925.72,0.0,925.72
2004080360394,2004-07-12 00:00:00,2004-07-06 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Locks,$9.95 ,Denied,$0.00 ,Deny,6.0,9.95,0.0,9.95
2005071488905,2005-07-13 00:00:00,2005-04-29 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$350.00 ,Settled,$175.00 ,Settle,75.0,350.0,175.0,175.0
2005082691597,2005-08-23 00:00:00,2005-08-15 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,$1;000.00 ,Denied,$0.00 ,Deny,8.0,1000.0,0.0,1000.0
2009070660881,2009-06-29 00:00:00,2009-06-21 00:00:00,HOU,William P. Hobby,Jet Blue,Property Damage,Checkpoint,Bags - Fabric; plastic; etc. (not purses),$2;365.20 ,Denied,$0.00 ,Deny,8.0,2365.2,0.0,2365.2
2006120816859,2006-12-01 00:00:00,2006-11-18 00:00:00,STT,Cyril E. King International,American Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,$15.00 ,Denied,$0.00 ,Deny,13.0,15.0,0.0,15.0
2007012919711,2007-01-22 00:00:00,2006-10-13 00:00:00,LAX,Los Angeles International Airport,British Airways,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Video Recordings (blank & commercial),$2;029.79 ,Denied,$0.00 ,Deny,101.0,2029.79,0.0,2029.79
2004111767231,2004-09-29 00:00:00,2004-08-21 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,$50.92 ,Settled,$25.41 ,Settle,39.0,50.92,25.41,25.51
2006042405107,2006-04-18 00:00:00,2006-04-08 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$32.00 ,Approved,$32.00 ,Approve in Full,10.0,32.0,32.0,0.0
2007012619562,2007-01-23 00:00:00,2007-01-15 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checkpoint,Watches - Inexpensive $100 or less,$25.00 ,Approved,$25.00 ,Approve in Full,8.0,25.0,25.0,0.0
2008071546912,2008-07-08 00:00:00,2008-06-10 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Musical Instruments (pianos; organs; player pianos; & harps),$417.69 ,Denied,$0.00 ,Deny,28.0,417.69,0.0,417.69
2007120335880,2007-11-27 00:00:00,2007-11-17 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),$317.99 ,Approved,$317.99 ,Approve in Full,10.0,317.99,317.99,0.0
2005122798443,2005-12-14 00:00:00,2005-10-25 00:00:00,CPR,Natrona International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,$515.28 ,Denied,$0.00 ,Deny,50.0,515.28,0.0,515.28
2005031778699,2005-02-22 00:00:00,2005-02-07 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Other,$1;000.00 ,Settled,$500.00 ,Settle,15.0,1000.0,500.0,500.0
2005071589015,2005-07-14 00:00:00,2005-07-03 00:00:00,CLE,Cleveland Hopkins International,UAL,Property Damage,Checked Baggage,Other,$26.90 ,Approved,$26.90 ,Approve in Full,11.0,26.9,26.9,0.0
2007110534447,2007-10-31 00:00:00,2007-09-05 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),$60.00 ,Approved,$60.00 ,Approve in Full,56.0,60.0,60.0,0.0
2009030955983,2009-02-20 00:00:00,2009-02-06 00:00:00,F,Foreign airport,British Airways,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),$125.00 ,Denied,$0.00 ,Deny,14.0,125.0,0.0,125.0
2004050750730,2004-03-11 00:00:00,2004-02-23 00:00:00,BDL,Bradley International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,$307.50 ,Settled,$222.50 ,Settle,17.0,307.5,222.5,85.0
2007042724655,2007-04-25 00:00:00,2007-03-22 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$42.00 ,Settled,$21.00 ,Settle,34.0,42.0,21.0,21.0
0223263M,2004-02-23 00:00:00,2004-02-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Locks,$14.00 ,Denied,$0.00 ,Deny,16.0,14.0,0.0,14.0
2008050843991,2008-05-06 00:00:00,2008-03-18 00:00:00,SAV,Savannah International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$224.95 ,Denied,$0.00 ,Deny,49.0,224.95,0.0,224.95
2008081848725,2008-08-13 00:00:00,2008-07-06 00:00:00,PHL,Philadelphia International Airport,Continental Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,$275.59 ,Approved,$275.59 ,Approve in Full,38.0,275.59,275.59,0.0
2004061455636,2004-05-05 00:00:00,2004-03-23 00:00:00,PBI,Palm Beach International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,$54.98 ,Approved,$54.98 ,Approve in Full,43.0,54.98,54.98,0.0
2009031956503,2009-03-04 00:00:00,2009-02-07 00:00:00,SJU,Luis Munoz Marin International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),$245.96 ,Denied,$0.00 ,Deny,25.0,245.96,0.0,245.96
0223218M,2004-02-23 00:00:00,2003-08-06 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,$495.64 ,Approved,$495.64 ,Approve in Full,201.0,495.64,495.64,0.0
2006082911721,2006-08-24 00:00:00,2006-08-06 00:00:00,GUC,Gunnison - Crested Butte Regional Airport,UAL,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,$70.00 ,Approved,$70.00 ,Approve in Full,18.0,70.0,70.0,0.0
0905812M,2003-03-28 00:00:00,2003-02-25 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,$7.00 ,Approved,$7.00 ,Approve in Full,31.0,7.0,7.0,0.0
2005112896614,2005-11-15 00:00:00,2005-11-09 00:00:00,STL,Lambert St. Louis International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$53.95 ,Approved,$53.95 ,Approve in Full,6.0,53.95,53.95,0.0
2007052925949,2007-05-21 00:00:00,2007-04-29 00:00:00,BOS,Boston (Logan) International Airport,Alitalia,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Toys (game systems; cartridges; radio controlled cars; etc.),$560.00 ,Denied,$0.00 ,Deny,22.0,560.0,0.0,560.0
2007031322170,2007-03-05 00:00:00,2006-12-28 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$107.15 ,Denied,$0.00 ,Deny,67.0,107.15,0.0,107.15
2006080110309,2006-07-26 00:00:00,2006-05-21 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,$125.00 ,Denied,$0.00 ,Deny,66.0,125.0,0.0,125.0
2007022621482,2007-02-22 00:00:00,2006-12-31 00:00:00,MKE,General Mitchell International Airport,Midway Airlines,Property Damage,Checked Baggage,Locks,$42.00 ,Denied,$0.00 ,Deny,53.0,42.0,0.0,42.0
2005051684786,2005-05-13 00:00:00,2005-04-13 00:00:00,TPA,Tampa International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Locks,$10.00 ,Approved,$10.00 ,Approve in Full,30.0,10.0,10.0,0.0
2008030640545,2008-02-25 00:00:00,2008-02-21 00:00:00,ITO,Hilo International,Hawaiian Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$250.00 ,Denied,$0.00 ,Deny,4.0,250.0,0.0,250.0
2007090631439,2007-09-05 00:00:00,2007-08-18 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,$76.48 ,Approved,$76.48 ,Approve in Full,18.0,76.48,76.48,0.0
2008031441070,2008-03-10 00:00:00,2008-02-27 00:00:00,CAE,Columbia Metropolitan,USAir,Passenger Property Loss,Checked Baggage,Other,$94.49 ,Denied,$0.00 ,Deny,12.0,94.49,0.0,94.49
0625208M,2003-06-25 00:00:00,2003-05-13 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,$95.00 ,Approved,$95.00 ,Approve in Full,43.0,95.0,95.0,0.0
2005072189390,2005-07-20 00:00:00,2005-07-07 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,DVD/CD Players,$454.41 ,Denied,$0.00 ,Deny,13.0,454.41,0.0,454.41
2009021855620,2009-02-05 00:00:00,2008-11-25 00:00:00,PBI,Palm Beach International,Continental Airlines,Passenger Property Loss,Checkpoint,Cameras - Digital; MP3 Players-(iPods; etc); Other,$1;237.99 ,Denied,$0.00 ,Deny,72.0,1237.99,0.0,1237.99
2009022055689,2009-02-06 00:00:00,2009-01-28 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Delta Air Lines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),$160.30 ,Approved,$160.30 ,Approve in Full,9.0,160.3,160.3,0.0
2005041382400,2005-04-12 00:00:00,2005-03-31 00:00:00,DFW,Dallas-Fort Worth International Airport,Air Tran Airlines(do not use),Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$30.00 ,Approved,$30.00 ,Approve in Full,12.0,30.0,30.0,0.0
2007070927967,2007-07-02 00:00:00,2007-06-07 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Personal Injury,Checked Baggage,Jewelry - Costume,$680.00 ,Denied,$0.00 ,Deny,25.0,680.0,0.0,680.0
2004052853776,2004-04-21 00:00:00,2004-03-13 00:00:00,LIT,Little Rock National,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,$200.00 ,Settled,$100.00 ,Settle,39.0,200.0,100.0,100.0
2007092532534,2007-09-24 00:00:00,2007-09-21 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Property Damage,Checkpoint,Cameras - Digital,$179.99 ,Settled,$109.10 ,Settle,3.0,179.99,109.1,70.89000000000001
2008022540115,2008-02-19 00:00:00,2007-12-22 00:00:00,LIT,Little Rock National,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,$200.00 ,Denied,$0.00 ,Deny,59.0,200.0,0.0,200.0
2010010667202,2009-12-30 00:00:00,2009-12-23 16:30:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checkpoint,Cell Phones (smartphone type-blackberry; iphone; etc),$400.00 ,Denied,$0.00 ,Deny,6.0,400.0,0.0,400.0
0714522M,2003-07-09 00:00:00,2003-05-07 00:00:00,PHX,Phoenix Sky Harbor International,American Airlines,Property Damage,Checked Baggage,Locks,$89.99 ,Approved,$89.99 ,Approve in Full,63.0,89.99,89.99,0.0
0610169L,2003-06-10 00:00:00,2003-07-22 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Property Damage,Checked Baggage,Locks,$10.45 ,Denied,$0.00 ,Deny,-42.0,10.45,0.0,10.45
2008031441063,2008-03-06 00:00:00,2008-03-01 00:00:00,FCA,Kalispell; MT,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$83.74 ,Settled,$50.00 ,Settle,5.0,83.74,50.0,33.739999999999995
2005040681682,2005-04-05 00:00:00,2005-03-14 00:00:00,CRP,Corpus Christi International,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),$27.00 ,Denied,$0.00 ,Deny,22.0,27.0,0.0,27.0
2007060726561,2007-06-05 00:00:00,2007-04-09 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,$10.91 ,Approved,$10.91 ,Approve in Full,57.0,10.91,10.91,0.0
2008110451829,2008-10-29 00:00:00,2008-10-25 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checkpoint,Watches - Expensive more than $100,$1;048.01 ,Denied,$0.00 ,Deny,4.0,1048.01,0.0,1048.01
2006060207273,2006-05-31 00:00:00,2006-02-09 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,$89.90 ,Denied,$0.00 ,Deny,111.0,89.9,0.0,89.9
2008120453128,2008-12-03 00:00:00,2008-07-14 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware; Flashlights; Luggage (all types including footlockers),$462.00 ,Denied,$0.00 ,Deny,142.0,462.0,0.0,462.0
2008012238286,2008-01-14 00:00:00,2008-01-09 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$185.00 ,Denied,$0.00 ,Deny,5.0,185.0,0.0,185.0
2006020801168,2006-01-31 00:00:00,2004-07-04 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$42.55 ,Approved,$42.55 ,Approve in Full,576.0,42.55,42.55,0.0
2007071328349,2007-07-09 00:00:00,2007-06-30 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,$84.53 ,Denied,$0.00 ,Deny,9.0,84.53,0.0,84.53
2005101894783,2005-10-12 00:00:00,2005-09-28 00:00:00,SMF,Sacramento International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,$12.30 ,Approved,$12.30 ,Approve in Full,14.0,12.3,12.3,0.0
2008022640162,2008-02-19 00:00:00,2007-11-06 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checked Baggage,Cell Phones; Eyeglasses - (including contact lenses); Other,$394.43 ,Denied,$0.00 ,Deny,105.0,394.43,0.0,394.43
2006082311386,2006-08-18 00:00:00,2006-08-05 00:00:00,PHF,Newport News / Williamsburg International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Jewelry - Fine,$40.00 ,Approved,$40.00 ,Approve in Full,13.0,40.0,40.0,0.0
2006102314427,2006-10-16 00:00:00,2006-08-19 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Property Damage,Checked Baggage,Watches - Expensive more than $100,$81.23 ,Approved,$81.23 ,Approve in Full,58.0,81.23,81.23,0.0
2009070860977,2009-07-01 00:00:00,2009-06-13 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Property Damage,Checked Baggage,Luggage (all types including footlockers),$69.95 ,Denied,$0.00 ,Deny,18.0,69.95,0.0,69.95
2005042082889,2005-04-19 00:00:00,2005-03-15 00:00:00,LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$65.00 ,Settled,$32.50 ,Settle,35.0,65.0,32.5,32.5
2006032703738,2006-03-21 00:00:00,2006-02-23 00:00:00,TPA,Tampa International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$515.00 ,Denied,$0.00 ,Deny,26.0,515.0,0.0,515.0
2005102094951,2005-10-13 00:00:00,2005-09-29 00:00:00,SEA,Seattle-Tacoma International,British Airways,Property Damage,Checked Baggage,Luggage (all types including footlockers),$221.00 ,Denied,$0.00 ,Deny,14.0,221.0,0.0,221.0
2008041742777,2008-04-18 00:00:00,2007-12-29 00:00:00,ONT,Ontario International,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,$2;351.75 ,Settled,$671.36 ,Settle,111.0,2351.75,671.36,1680.3899999999999
2004121469150,2004-10-26 00:00:00,2004-10-12 00:00:00,SJC,Norman Y Mineta San Jose International,America West,Passenger Property Loss,Checked Baggage,Other,$790.66 ,Settled,$389.66 ,Settle,14.0,790.66,389.66,400.99999999999994
2006102714740,2006-10-18 00:00:00,2006-08-15 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Other; Watches - Expensive more than $100,$2;274.21 ,Denied,$0.00 ,Deny,64.0,2274.21,0.0,2274.21
2007091932271,2007-09-19 00:00:00,2007-08-19 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,USAir,Passenger Property Loss,Checked Baggage,Locks,$26.00 ,Denied,$0.00 ,Deny,31.0,26.0,0.0,26.0
