Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,NewClaimAmount,NewCloseAmount,Amount Differences
2004062256819,2004-05-27 00:00:00,2004-04-29 00:00:00,PHX,Phoenix Sky Harbor International,America West,Passenger Property Loss,Checkpoint,Jewelry - Fine,$180.00 ,Settled,$90.00 ,Settle,28.0,180.0,90.0,90.0
0904009M,2003-09-04 00:00:00,2003-08-11 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),$380.00 ,Denied,$0.00 ,Deny,24.0,380.0,0.0,380.0
2006121116920,2006-12-04 00:00:00,2006-10-20 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checkpoint,Currency; Other,$250.00 ,Denied,$0.00 ,Deny,45.0,250.0,0.0,250.0
2007110534482,2007-11-01 00:00:00,2007-10-21 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,GPS - Global Positioning System,$499.00 ,Denied,$0.00 ,Deny,11.0,499.0,0.0,499.0
2007110634530,2007-11-01 00:00:00,2007-10-25 00:00:00,SNA,John Wayne,USAir,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric); Other,$310.00 ,Denied,$0.00 ,Deny,7.0,310.0,0.0,310.0
2006062908705,2006-06-28 00:00:00,2006-06-10 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$44.79 ,Approved,$44.79 ,Approve in Full,18.0,44.79,44.79,0.0
2006062008219,2006-06-16 00:00:00,2006-04-29 00:00:00,BUR,Bob Hope,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$979.98 ,Denied,$0.00 ,Deny,48.0,979.98,0.0,979.98
2006121917381,2006-12-12 00:00:00,2006-12-04 00:00:00,RDU,Raleigh-Durham International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$38.00 ,Approved,$38.00 ,Approve in Full,8.0,38.0,38.0,0.0
2006112916425,2006-11-21 00:00:00,2006-09-07 00:00:00,JNU,Juneau International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,$117.06 ,Approved,$117.06 ,Approve in Full,75.0,117.06,117.06,0.0
0826179M,2003-08-26 00:00:00,2003-08-12 00:00:00,SEA,Seattle-Tacoma International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),$100.00 ,Settled,$50.00 ,Settle,14.0,100.0,50.0,50.0
2004110866698,2004-09-28 00:00:00,2004-09-08 00:00:00,DAY,James M. Cox Dayton International,Northwest Airlines,Property Damage,Checked Baggage,Other,$330.00 ,Approved,$330.00 ,Approve in Full,20.0,330.0,330.0,0.0
2006121517233,2006-12-11 00:00:00,2006-12-08 00:00:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; GPS - Global Positioning System,$550.00 ,Denied,$0.00 ,Deny,3.0,550.0,0.0,550.0
2004043050320,2004-03-15 00:00:00,2004-01-25 00:00:00,CVG,Cincinnati/Northern Kentucky International,Air France,Property Damage,Checked Baggage,Luggage (all types including footlockers),$32.64 ,Approved,$32.64 ,Approve in Full,50.0,32.64,32.64,0.0
2006013000514,2006-01-13 00:00:00,2005-12-27 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$750.00 ,Settled,$700.00 ,Settle,17.0,750.0,700.0,50.0
0604020L,2003-06-04 00:00:00,2003-05-27 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$60.00 ,Settled,$30.00 ,Settle,8.0,60.0,30.0,30.0
2004072760069,2004-07-09 00:00:00,2004-06-30 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Other,$40.00 ,Denied,$40.00 ,Deny,9.0,40.0,40.0,0.0
2008123053817,2008-12-18 00:00:00,2006-12-18 00:00:00,LAN,Capital City; Lansing,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,$2;800.00 ,Denied,$0.00 ,Deny,731.0,2800.0,0.0,2800.0
2005032579822,2005-03-09 00:00:00,2004-12-27 00:00:00,FAR,Hector International,Northwest Airlines,Property Damage,Checked Baggage,Other,$215.00 ,Denied,$0.00 ,Deny,72.0,215.0,0.0,215.0
2005092293114,2005-09-15 00:00:00,2005-09-05 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$159.99 ,Settled,$50.00 ,Settle,10.0,159.99,50.0,109.99000000000001
2004120768653,2004-10-20 00:00:00,2004-10-03 00:00:00,BDL,Bradley International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,$103.13 ,Denied,$0.00 ,Deny,17.0,103.13,0.0,103.13
2006040404051,2006-03-28 00:00:00,2006-03-12 00:00:00,SJU,Luis Munoz Marin International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$1;379.36 ,Denied,$0.00 ,Deny,16.0,1379.36,0.0,1379.36
2005060885959,2005-06-01 00:00:00,2004-12-25 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,$131.50 ,Approved,$131.50 ,Approve in Full,158.0,131.5,131.5,0.0
2006081110812,2006-08-08 00:00:00,2006-07-14 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,$88.31 ,Denied,$0.00 ,Deny,25.0,88.31,0.0,88.31
0813036M,2003-08-13 00:00:00,2003-06-11 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),$300.00 ,Denied,$0.00 ,Deny,63.0,300.0,0.0,300.0
2007061426945,2007-06-11 00:00:00,2007-06-03 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,$105.60 ,Denied,$0.00 ,Deny,8.0,105.6,0.0,105.6
2005042082991,2005-04-19 00:00:00,2005-03-04 00:00:00,PHL,Philadelphia International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,$64.38 ,Denied,$0.00 ,Deny,46.0,64.38,0.0,64.38
0107243M,2004-01-07 00:00:00,2003-12-07 00:00:00,PDX,Portland International,Alaska Airlines,Property Damage,Checked Baggage,Other,$435.00 ,Settled,$217.50 ,Settle,31.0,435.0,217.5,217.5
1208125M,2003-12-08 00:00:00,2003-09-21 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),$98.00 ,Denied,$0.00 ,Deny,78.0,98.0,0.0,98.0
2004091062605,2004-08-09 00:00:00,2004-06-13 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$325.00 ,Denied,$0.00 ,Deny,57.0,325.0,0.0,325.0
2006032803755,2006-03-16 00:00:00,2006-03-09 00:00:00,BDL,Bradley International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$274.99 ,Settled,$58.20 ,Settle,7.0,274.99,58.2,216.79000000000002
2004052152979,2004-04-21 00:00:00,2004-04-04 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$52.00 ,Approved,$52.00 ,Approve in Full,17.0,52.0,52.0,0.0
2005090692197,2005-08-30 00:00:00,2005-04-28 00:00:00,EUG,Eugene Airport/Mahlon Sweet Field,China Airlines,Property Damage,Checked Baggage,Other,$30.00 ,Approved,$30.00 ,Approve in Full,124.0,30.0,30.0,0.0
2006011099193,2006-01-04 00:00:00,2005-11-22 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Computer - Laptop,$1;149.00 ,Denied,$0.00 ,Deny,43.0,1149.0,0.0,1149.0
2009122366738,2009-12-15 00:00:00,2009-10-31 00:00:00,MDW,Midway International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$39.95 ,Denied,$0.00 ,Deny,45.0,39.95,0.0,39.95
2008060245104,2008-05-27 00:00:00,2008-05-17 00:00:00,BUF,Buffalo Niagara International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,$45.68 ,Denied,$0.00 ,Deny,10.0,45.68,0.0,45.68
2006061207764,2006-06-08 00:00:00,2006-05-26 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$63.00 ,Settled,$31.50 ,Settle,13.0,63.0,31.5,31.5
2005082691609,2005-08-23 00:00:00,2005-07-21 00:00:00,MDW,Midway International Airport,UAL,Property Damage,Checked Baggage,Medicines,$82.28 ,Settled,$41.14 ,Settle,33.0,82.28,41.14,41.14
2007012619575,2007-01-23 00:00:00,2006-11-12 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,$500.00 ,Denied,$0.00 ,Deny,72.0,500.0,0.0,500.0
2008082949277,2008-08-27 00:00:00,2008-06-22 00:00:00,KOA,Kona International,USAir,Property Damage,Checked Baggage,Computer - Laptop,$1;200.00 ,Denied,$0.00 ,Deny,66.0,1200.0,0.0,1200.0
2006090812234,2006-09-01 00:00:00,2006-08-04 00:00:00,SNA,John Wayne,UAL,Property Damage,Checkpoint,Computer - Laptop,$140.00 ,Approved,$140.00 ,Approve in Full,28.0,140.0,140.0,0.0
2008051444212,2008-05-20 00:00:00,2008-03-14 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Locks,$1;100.00 ,Denied,$0.00 ,Deny,67.0,1100.0,0.0,1100.0
2008100250692,2008-09-29 00:00:00,2008-09-06 00:00:00,DFW,Dallas-Fort Worth International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,$100.00 ,Denied,$0.00 ,Deny,23.0,100.0,0.0,100.0
2005082491393,2005-08-16 00:00:00,2005-06-07 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),$100.00 ,Settled,$50.00 ,Settle,70.0,100.0,50.0,50.0
2006111515569,2006-11-07 00:00:00,2006-10-18 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$2;350.00 ,Denied,$0.00 ,Deny,20.0,2350.0,0.0,2350.0
2005062787232,2005-06-14 00:00:00,2005-05-24 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$60.00 ,Denied,$0.00 ,Deny,21.0,60.0,0.0,60.0
2007090631438,2007-09-05 00:00:00,2007-08-30 00:00:00,SFB,Orlando Sanford,Allegiant Air,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$85.00 ,Denied,$0.00 ,Deny,6.0,85.0,0.0,85.0
2007122837044,2007-12-26 00:00:00,2007-12-21 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,$186.48 ,Denied,$0.00 ,Deny,5.0,186.48,0.0,186.48
2006012099925,2006-01-12 00:00:00,2005-12-06 00:00:00,PFN,Panama City-Bay County International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$219.73 ,Denied,$0.00 ,Deny,37.0,219.73,0.0,219.73
0813038M,2003-08-13 00:00:00,2003-06-21 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$13.73 ,Approved,$13.73 ,Approve in Full,53.0,13.73,13.73,0.0
0107389M,2003-12-02 00:00:00,2003-11-26 00:00:00,BOS,Boston (Logan) International Airport,America West,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,$38.00 ,Settled,$14.99 ,Settle,6.0,38.0,14.99,23.009999999999998
2005120897317,2005-11-28 00:00:00,2005-11-13 00:00:00,KOA,Kona International,Hawaiian Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),$200.00 ,Settled,$50.00 ,Settle,15.0,200.0,50.0,150.0
2007071728495,2007-07-16 00:00:00,2007-04-17 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Locks,$30.00 ,Denied,$0.00 ,Deny,90.0,30.0,0.0,30.0
2009013055050,2009-01-23 00:00:00,2009-01-05 00:00:00,MSY,New Orleans International,Continental Airlines,Property Damage,Checked Baggage,Computer - Laptop,$788.99 ,Denied,$0.00 ,Deny,18.0,788.99,0.0,788.99
2005111896256,2005-11-07 00:00:00,2005-10-23 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checked Baggage,Stereo Items & Accessories,$190.00 ,Approved,$190.00 ,Approve in Full,15.0,190.0,190.0,0.0
2005041182254,2005-04-08 00:00:00,2005-04-03 00:00:00,DFW,Dallas-Fort Worth International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Cameras - Digital,$299.99 ,Settled,$80.98 ,Settle,5.0,299.99,80.98,219.01
2007102634014,2007-10-22 00:00:00,2007-10-14 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,$914.94 ,Denied,$0.00 ,Deny,8.0,914.94,0.0,914.94
2007100232836,2007-09-28 00:00:00,2006-10-15 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,$786.45 ,Denied,$0.00 ,Deny,348.0,786.45,0.0,786.45
2005040481346,2005-03-30 00:00:00,2005-03-13 00:00:00,MFR,Rogue Valley International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,$8.95 ,Approved,$8.95 ,Approve in Full,17.0,8.95,8.95,0.0
2004122069418,2004-11-04 00:00:00,2004-09-22 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,$75.00 ,Settled,$37.50 ,Settle,43.0,75.0,37.5,37.5
2006060207221,2006-05-30 00:00:00,2006-05-22 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,$10.00 ,Approved,$10.00 ,Approve in Full,8.0,10.0,10.0,0.0
2008011838184,2008-01-11 00:00:00,2008-01-01 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Currency,$200.00 ,Denied,$0.00 ,Deny,10.0,200.0,0.0,200.0
0701056M,2003-07-01 00:00:00,2003-01-04 00:00:00,DCA,Ronald Reagan Washington National Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,$201.98 ,Settled,$100.99 ,Settle,178.0,201.98,100.99,100.99
2004080960789,2004-07-15 00:00:00,2004-05-03 00:00:00,PIT,Pittsburgh International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$1;500.00 ,Denied,$0.00 ,Deny,73.0,1500.0,0.0,1500.0
0129018M,2004-01-29 00:00:00,2004-01-16 00:00:00,OAK,Metropolitan Oakland International,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$75.00 ,Approved,$75.00 ,Approve in Full,13.0,75.0,75.0,0.0
2005051084354,2005-05-09 00:00:00,2005-04-19 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,$467.97 ,Settled,$211.38 ,Settle,20.0,467.97,211.38,256.59000000000003
2004051151223,2004-05-04 00:00:00,2004-03-15 00:00:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,$150.00 ,Settled,$75.00 ,Settle,50.0,150.0,75.0,75.0
2005010372325,2004-12-13 00:00:00,2004-11-27 00:00:00,EWR,Newark International Airport,AirTran Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$27.03 ,Approved,$27.03 ,Approve in Full,16.0,27.03,27.03,0.0
2009120866213,2009-12-01 00:00:00,2009-11-19 00:00:00,SAT,San Antonio International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,$99.10 ,Denied,$0.00 ,Deny,12.0,99.1,0.0,99.1
2005041382420,2005-04-12 00:00:00,2005-03-18 00:00:00,LAX,Los Angeles International Airport,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Locks,$12.00 ,Approved,$12.00 ,Approve in Full,25.0,12.0,12.0,0.0
2007062127328,2007-06-19 00:00:00,2007-05-25 00:00:00,STL,Lambert St. Louis International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,$225.00 ,Settled,$93.43 ,Settle,25.0,225.0,93.43,131.57
2005041182129,2005-04-06 00:00:00,2005-03-06 00:00:00,FSM,Fort Smith Municipal,American Airlines,Property Damage,Checked Baggage,Computer - Laptop,$1;084.00 ,Denied,$0.00 ,Deny,31.0,1084.0,0.0,1084.0
2007053125989,2007-05-23 00:00:00,2007-04-20 00:00:00,PDX,Portland International,Northwest Airlines,Property Damage,Checked Baggage,Other,$24.00 ,Approved,$24.00 ,Approve in Full,33.0,24.0,24.0,0.0
2006063008805,2006-06-29 00:00:00,2006-06-25 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; MP3 Players-(iPods; etc); Other,$610.00 ,Denied,$0.00 ,Deny,4.0,610.0,0.0,610.0
2004060354528,2004-04-23 00:00:00,2004-03-22 00:00:00,EUG,Eugene Airport/Mahlon Sweet Field,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,$217.94 ,Approved,$217.94 ,Approve in Full,32.0,217.94,217.94,0.0
2007111334838,2007-11-07 00:00:00,2007-10-07 00:00:00,RSW,Southwest Florida International,USAir,Property Damage,Checkpoint,Other,$264.99 ,Denied,$0.00 ,Deny,31.0,264.99,0.0,264.99
2008101651238,2008-10-14 00:00:00,2008-10-10 00:00:00,JAN,Jackson International,American Airlines,Passenger Property Loss,Checked Baggage,Umbrellas,$70.00 ,Denied,$0.00 ,Deny,4.0,70.0,0.0,70.0
2007091131618,2007-09-04 00:00:00,2007-07-23 00:00:00,DEN,Denver International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),$50.95 ,Denied,$0.00 ,Deny,43.0,50.95,0.0,50.95
0114260M,2004-01-14 00:00:00,2003-12-24 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,$800.00 ,Approved,$800.00 ,Approve in Full,21.0,800.0,800.0,0.0
2008110451724,2008-10-27 00:00:00,2008-10-20 00:00:00,SAN,San Diego International,Alaska Airlines,Property Damage,Checked Baggage,Other,$841.65 ,Denied,$0.00 ,Deny,7.0,841.65,0.0,841.65
2008100750860,2008-10-06 00:00:00,2008-08-13 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Other,$300.00 ,Denied,$0.00 ,Deny,54.0,300.0,0.0,300.0
2006070709150,2006-07-06 00:00:00,2006-06-24 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines,Property Damage,Checkpoint,Medical Equipment & Insturments,$1;290.00 ,Settled,$255.20 ,Settle,12.0,1290.0,255.2,1034.8
2008110652012,2008-10-31 00:00:00,2008-10-14 00:00:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,$195.00 ,Denied,$0.00 ,Deny,17.0,195.0,0.0,195.0
2009110365045,2009-10-26 00:00:00,2009-10-10 18:00:00,MHT,Manchester Regional Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Eyeglasses - (including contact lenses); Luggage (all types including footlockers),$1;015.00 ,Denied,$0.00 ,Deny,15.0,1015.0,0.0,1015.0
2006011099218,2006-01-04 00:00:00,2005-12-26 00:00:00,ONT,Ontario International,American Airlines,Property Damage,Checked Baggage,Other,$81.19 ,Approved,$81.19 ,Approve in Full,9.0,81.19,81.19,0.0
2004120168153,2004-09-23 00:00:00,2004-03-05 00:00:00,IAD,Washington Dulles International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),$2;000.00 ,Denied,$0.00 ,Deny,202.0,2000.0,0.0,2000.0
2006032303590,2006-03-20 00:00:00,2006-03-06 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),$550.00 ,Denied,$0.00 ,Deny,14.0,550.0,0.0,550.0
2006090712114,2006-09-01 00:00:00,2006-08-06 00:00:00,OMA,Eppley Airfield,UAL,Property Damage,Checkpoint,Luggage (all types including footlockers),$70.00 ,Denied,$0.00 ,Deny,26.0,70.0,0.0,70.0
2005120797094,2005-11-22 00:00:00,2005-09-21 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Other,$43.61 ,Denied,$0.00 ,Deny,62.0,43.61,0.0,43.61
2006022402097,2006-02-17 00:00:00,2005-12-12 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Property Damage,Checked Baggage,Other,$400.00 ,Approved,$400.00 ,Approve in Full,67.0,400.0,400.0,0.0
2007041223861,2007-04-09 00:00:00,2007-02-16 00:00:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,$172.12 ,Denied,$0.00 ,Deny,52.0,172.12,0.0,172.12
2006111515652,2006-11-07 00:00:00,2006-10-29 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks; Luggage (all types including footlockers),$64.91 ,Settled,$50.00 ,Settle,9.0,64.91,50.0,14.909999999999997
